Solar8000/HR,Solar8000/BT,Solar8000/PLETH_SPO2,time_sec
105.0,24.7,100.0,10899
,,,10900
105.0,24.7,100.0,10901
,,,10902
104.0,24.7,100.0,10903
,,,10904
104.0,24.7,100.0,10905
,,,10906
104.0,24.7,100.0,10907
,,,10908
104.0,24.7,100.0,10909
,,,10910
104.0,24.7,100.0,10911
,,,10912
,,,10913
,,,10914
,,,10915
,,,10916
,,,10917
,,,10918
,,,10919
,,,10920
,,,10921
,,,10922
,24.7,100.0,10923
,,,10924
,24.800001,100.0,10925
,,,10926
,24.800001,100.0,10927
,,,10928
,24.9,100.0,10929
,,,10930
103.0,24.9,100.0,10931
,,,10932
103.0,24.9,100.0,10933
,,,10934
103.0,24.9,100.0,10935
,,,10936
103.0,24.800001,98.0,10937
,,,10938
103.0,24.800001,98.0,10939
,,,10940
103.0,24.800001,98.0,10941
,,,10942
,24.800001,98.0,10943
,,,10944
,24.9,97.0,10945
,,,10946
,24.9,97.0,10947
,,,10948
,24.9,97.0,10949
,,,10950
,24.9,97.0,10951
,,,10952
,24.9,97.0,10953
,,,10954
,24.800001,97.0,10955
,,,10956
,24.7,96.0,10957
,,,10958
,24.7,96.0,10959
,,,10960
,24.6,,10961
,,,10962
,24.6,,10963
,,,10964
,24.6,,10965
,,,10966
,24.5,,10967
,,,10968
,24.5,,10969
,,,10970
,24.4,,10971
,,,10972
,24.4,,10973
,,,10974
,24.4,,10975
,,,10976
,24.300001,,10977
,,,10978
,24.300001,,10979
,,,10980
,24.300001,,10981
,,,10982
,24.2,,10983
,,,10984
,24.2,,10985
,,,10986
,24.2,80.0,10987
,,,10988
,24.1,80.0,10989
,,,10990
,24.1,80.0,10991
,,,10992
,24.1,79.0,10993
,,,10994
,24.1,80.0,10995
,,,10996
,24.0,80.0,10997
,,,10998
,24.0,79.0,10999
,,,11000
,24.0,80.0,11001
,,,11002
,24.0,80.0,11003
,,,11004
,,,11005
,,,11006
,,,11007
,,,11008
,,,11009
,,,11010
,,,11011
,,,11012
,,,11013
,,,11014
,23.9,84.0,11015
,,,11016
,23.9,84.0,11017
,,,11018
,23.800001,84.0,11019
,,,11020
,23.800001,84.0,11021
,,,11022
,23.800001,84.0,11023
,,,11024
,23.7,82.0,11025
,,,11026
,23.7,77.0,11027
,,,11028
,23.6,77.0,11029
,,,11030
,23.6,77.0,11031
,,,11032
,23.6,77.0,11033
,,,11034
,23.6,77.0,11035
,,,11036
,23.5,77.0,11037
,,,11038
,23.5,,11039
,,,11040
,23.5,,11041
,,,11042
,23.5,,11043
,,,11044
,23.4,,11045
,,,11046
,23.4,,11047
,,,11048
,23.4,,11049
,,,11050
,23.300001,,11051
,,,11052
,23.300001,,11053
,,,11054
,23.300001,,11055
,,,11056
,23.300001,,11057
,,,11058
,23.300001,,11059
,,,11060
,23.2,,11061
,,,11062
,23.2,,11063
,,,11064
,23.2,,11065
,,,11066
,23.2,,11067
,,,11068
,23.2,,11069
,,,11070
,23.2,,11071
,,,11072
,23.2,,11073
,,,11074
,23.2,,11075
,,,11076
,23.1,,11077
,,,11078
,23.1,,11079
,,,11080
,23.1,,11081
,,,11082
,23.1,,11083
,,,11084
,23.1,,11085
,,,11086
,23.1,,11087
,,,11088
,23.1,,11089
,,,11090
,23.1,,11091
,,,11092
,23.0,,11093
,,,11094
,23.0,,11095
,,,11096
,23.0,,11097
,,,11098
,23.0,,11099
,,,11100
,23.0,,11101
,,,11102
,23.0,,11103
,,,11104
,23.0,,11105
,,,11106
,23.0,,11107
,,,11108
,23.0,,11109
,,,11110
,23.0,,11111
,,,11112
,22.9,,11113
,,,11114
,22.9,,11115
,,,11116
,22.9,,11117
,,,11118
,22.9,,11119
,,,11120
,22.9,,11121
,,,11122
,22.9,,11123
,,,11124
,22.9,,11125
,,,11126
,22.9,,11127
,,,11128
,22.9,,11129
,,,11130
,22.9,,11131
,,,11132
,22.800001,,11133
,,,11134
,22.800001,,11135
,,,11136
,22.800001,,11137
,,,11138
,22.800001,,11139
,,,11140
,22.800001,,11141
,,,11142
,22.800001,,11143
,,,11144
,22.800001,,11145
,,,11146
,22.800001,,11147
,,,11148
,22.800001,,11149
,,,11150
,22.800001,,11151
,,,11152
,22.800001,,11153
,,,11154
,22.7,,11155
,,,11156
,22.7,,11157
,,,11158
,22.7,,11159
,,,11160
,22.7,,11161
,,,11162
,22.7,,11163
,,,11164
,22.7,,11165
,,,11166
,22.7,,11167
,,,11168
,22.7,,11169
,,,11170
,22.7,,11171
,,,11172
,22.7,,11173
,,,11174
,22.7,,11175
,,,11176
,22.7,,11177
,,,11178
,22.7,,11179
,,,11180
,22.7,,11181
,,,11182
,22.6,,11183
,,,11184
,22.6,,11185
,,,11186
,22.6,,11187
,,,11188
,22.6,,11189
,,,11190
,22.6,,11191
,,,11192
,22.6,,11193
,,,11194
,22.6,,11195
,,,11196
,22.6,,11197
,,,11198
,22.6,,11199
,,,11200
,22.6,,11201
,,,11202
,22.6,,11203
,,,11204
,22.6,,11205
,,,11206
,22.6,,11207
,,,11208
,22.6,,11209
,,,11210
,22.6,,11211
,,,11212
,22.6,,11213
,,,11214
,22.6,,11215
,,,11216
,22.6,,11217
,,,11218
,22.6,,11219
,,,11220
,22.6,,11221
,,,11222
,22.6,,11223
,,,11224
,22.6,,11225
,,,11226
,22.6,,11227
,,,11228
,22.6,,11229
,,,11230
,22.6,,11231
,,,11232
,22.6,,11233
,,,11234
,22.5,,11235
,,,11236
,22.5,,11237
,,,11238
,22.5,,11239
,,,11240
,22.5,,11241
,,,11242
,22.5,,11243
,,,11244
,22.5,,11245
,,,11246
,22.5,,11247
,,,11248
,22.5,,11249
,,,11250
,22.5,,11251
,,,11252
,22.5,,11253
,,,11254
,22.5,,11255
,,,11256
,22.5,,11257
,,,11258
,22.5,,11259
,,,11260
,22.5,,11261
,,,11262
,22.5,,11263
,,,11264
,22.5,,11265
,,,11266
,22.5,,11267
,,,11268
,22.5,,11269
,,,11270
,22.5,,11271
,,,11272
,22.5,,11273
,,,11274
,22.5,,11275
,,,11276
,22.5,,11277
,,,11278
,22.4,,11279
,,,11280
,22.4,,11281
,,,11282
,22.4,,11283
,,,11284
,22.4,,11285
,,,11286
,22.4,,11287
,,,11288
,22.4,,11289
,,,11290
,22.4,,11291
,,,11292
,22.4,,11293
,,,11294
,22.4,,11295
,,,11296
,22.4,,11297
,,,11298
,22.4,,11299
,,,11300
,22.4,,11301
,,,11302
,22.4,,11303
,,,11304
,22.4,,11305
,,,11306
,22.4,,11307
,,,11308
,22.4,,11309
,,,11310
,22.4,,11311
,,,11312
,22.4,,11313
,,,11314
,22.4,,11315
,,,11316
,22.4,,11317
,,,11318
,22.300001,,11319
,,,11320
,22.300001,,11321
,,,11322
,22.300001,,11323
,,,11324
,22.300001,,11325
,,,11326
,22.300001,,11327
,,,11328
,22.300001,,11329
,,,11330
,22.300001,,11331
,,,11332
,22.300001,,11333
,,,11334
,22.300001,,11335
,,,11336
,22.300001,,11337
,,,11338
,22.300001,,11339
,,,11340
,22.300001,,11341
,,,11342
,22.300001,,11343
,,,11344
,22.300001,,11345
,,,11346
,22.300001,,11347
,,,11348
,22.300001,,11349
,,,11350
,22.300001,,11351
,,,11352
,22.300001,,11353
,,,11354
,22.300001,,11355
,,,11356
,22.300001,,11357
,,,11358
,22.300001,,11359
,,,11360
,22.300001,,11361
,,,11362
,22.300001,,11363
,,,11364
,22.300001,,11365
,,,11366
,22.300001,,11367
,,,11368
,22.300001,,11369
,,,11370
,22.300001,,11371
,,,11372
,22.300001,,11373
,,,11374
,22.300001,,11375
,,,11376
,22.300001,,11377
,,,11378
,22.300001,,11379
,,,11380
,22.300001,,11381
,,,11382
,22.300001,,11383
,,,11384
,22.300001,,11385
,,,11386
,22.300001,,11387
,,,11388
,22.300001,,11389
,,,11390
,22.300001,,11391
,,,11392
,22.300001,,11393
,,,11394
,22.300001,,11395
,,,11396
,22.300001,,11397
,,,11398
,22.300001,,11399
,,,11400
,22.300001,,11401
,,,11402
,22.300001,,11403
,,,11404
,22.300001,,11405
,,,11406
,22.300001,,11407
,,,11408
,22.2,,11409
,,,11410
,22.2,,11411
,,,11412
,22.2,,11413
,,,11414
,22.2,,11415
,,,11416
,22.2,,11417
,,,11418
,22.2,,11419
,,,11420
,22.2,,11421
,,,11422
,22.2,,11423
,,,11424
,22.2,,11425
,,,11426
,22.2,,11427
,,,11428
,22.1,,11429
,,,11430
,22.1,,11431
,,,11432
,22.1,,11433
,,,11434
,22.1,,11435
,,,11436
,22.0,,11437
,,,11438
,22.0,,11439
,,,11440
,22.0,,11441
,,,11442
,22.0,,11443
,,,11444
,22.0,,11445
,,,11446
,22.0,,11447
,,,11448
,22.0,,11449
,,,11450
,22.0,,11451
,,,11452
,22.0,80.0,11453
,,,11454
,21.9,,11455
,,,11456
,21.9,,11457
,,,11458
,21.9,,11459
,,,11460
,21.9,,11461
,,,11462
,21.9,,11463
,,,11464
,21.9,,11465
,,,11466
,21.800001,,11467
,,,11468
,21.800001,,11469
,,,11470
,21.800001,,11471
,,,11472
,21.800001,,11473
,,,11474
,21.800001,,11475
,,,11476
,21.800001,,11477
,,,11478
,21.7,,11479
,,,11480
,21.7,,11481
,,,11482
,21.7,,11483
,,,11484
,21.7,,11485
,,,11486
,21.7,,11487
,,,11488
,21.7,,11489
,,,11490
,21.7,,11491
,,,11492
,21.7,,11493
,,,11494
,21.7,,11495
,,,11496
,21.7,,11497
,,,11498
,21.6,,11499
,,,11500
,21.6,,11501
,,,11502
,21.6,,11503
,,,11504
,21.6,,11505
,,,11506
,21.6,,11507
,,,11508
,21.6,,11509
,,,11510
,21.6,,11511
,,,11512
,21.6,,11513
,,,11514
,21.6,,11515
,,,11516
,21.6,,11517
,,,11518
,21.6,,11519
,,,11520
,21.6,,11521
,,,11522
,21.6,,11523
,,,11524
,21.6,,11525
,,,11526
,21.6,,11527
,,,11528
,21.6,,11529
,,,11530
,21.6,,11531
,,,11532
,21.6,,11533
,,,11534
,21.5,,11535
,,,11536
,21.5,,11537
,,,11538
,21.5,,11539
,,,11540
,21.5,,11541
,,,11542
